id;wkt
11;LINESTRING(917517 1.94498e+06 1215.5,917520 1.94497e+06 1215.5,917525 1.94496e+06 1215.5,917529 1.94495e+06 1215.5,917530 1.94495e+06 1215.5,917537 1.94494e+06 1215.5,917541 1.94492e+06 1215.5,917544 1.94492e+06 1215.5,917550 1.9449e+06 1215.5,917551 1.9449e+06 1215.5,917551 1.9449e+06 1215.5,917559 1.94488e+06 1215.5,917565 1.94488e+06 1215.5,917569 1.94487e+06 1215.5,917575 1.94486e+06 1215.5,917580 1.94485e+06 1215.5,917584 1.94485e+06 1215.5,917591 1.94484e+06 1215.5,917600 1.94483e+06 1215.5,917603 1.94483e+06 1215.5,917605 1.94482e+06 1215.5,917614 1.94481e+06 1215.5,917625 1.9448e+06 1215.5,917626 1.9448e+06 1215.5,917626 1.9448e+06 1215.5,917637 1.94479e+06 1215.5,917647 1.94478e+06 1215.5,917648 1.94477e+06 1215.5,917650 1.94477e+06 1215.5,917660 1.94476e+06 1215.5,917667 1.94475e+06 1215.5,917671 1.94475e+06 1215.5,917675 1.94474e+06 1215.5,917682 1.94473e+06 1215.5,917688 1.94472e+06 1215.5,917693 1.94472e+06 1215.5,917700 1.94471e+06 1215.5,917704 1.9447e+06 1215.5,917707 1.9447e+06 1215.5,917715 1.94469e+06 1215.5,917725 1.94468e+06 1215.5,917726 1.94468e+06 1215.5,917726 1.94468e+06 1215.5,917736 1.94466e+06 1215.5,917742 1.94465e+06 1215.5,917745 1.94465e+06 1215.5,917750 1.94464e+06 1215.5,917754 1.94463e+06 1215.5,917757 1.94462e+06 1215.5,917764 1.94461e+06 1215.5,917770 1.9446e+06 1215.5,917772 1.9446e+06 1215.5,917775 1.94459e+06 1215.5,917781 1.94458e+06 1215.5,917783 1.94458e+06 1215.5,917789 1.94456e+06 1215.5,917796 1.94455e+06 1215.5,917797 1.94455e+06 1215.5,917800 1.94454e+06 1215.5,917806 1.94453e+06 1215.5,917808 1.94452e+06 1215.5,917814 1.94451e+06 1215.5,917821 1.9445e+06 1215.5,917822 1.9445e+06 1215.5,917825 1.94449e+06 1215.5,917830 1.94448e+06 1215.5,917833 1.94448e+06 1215.5,917839 1.94446e+06 1215.5,917844 1.94445e+06 1215.5,917846 1.94445e+06 1215.5,917850 1.94444e+06 1215.5,917853 1.94443e+06 1215.5,917854 1.94442e+06 1215.5,917861 1.94441e+06 1215.5,917865 1.9444e+06 1215.5,917868 1.94439e+06 1215.5,917874 1.94438e+06 1215.5,917874 1.94437e+06 1215.5,917875 1.94437e+06 1215.5,917881 1.94436e+06 1215.5,917883 1.94435e+06 1215.5,917888 1.94434e+06 1215.5,917894 1.94432e+06 1215.5,917895 1.94432e+06 1215.5,917900 1.94431e+06 1215.5,917903 1.9443e+06 1215.5,917905 1.9443e+06 1215.5,917912 1.94429e+06 1215.5,917918 1.94428e+06 1215.5,917920 1.94427e+06 1215.5,917925 1.94426e+06 1215.5,917929 1.94425e+06 1215.5,917931 1.94425e+06 1215.5,917937 1.94424e+06 1215.5,917944 1.94422e+06 1215.5,917945 1.94422e+06 1215.5,917950 1.94421e+06 1215.5,917953 1.9442e+06 1215.5,917954 1.9442e+06 1215.5,917960 1.94418e+06 1215.5,917964 1.94418e+06 1215.5,917967 1.94417e+06 1215.5,917974 1.94415e+06 1215.5,917974 1.94415e+06 1215.5,917975 1.94415e+06 1215.5,917982 1.94413e+06 1215.5,917985 1.94412e+06 1215.5,917990 1.94412e+06 1215.5,917999 1.9441e+06 1215.5,918000 1.9441e+06 1215.5,918000 1.9441e+06 1215.5,918009 1.94408e+06 1215.5,918016 1.94408e+06 1215.5,918020 1.94407e+06 1215.5,918025 1.94406e+06 1215.5,918031 1.94406e+06 1215.5,918035 1.94405e+06 1215.5,918042 1.94404e+06 1215.5,918050 1.94403e+06 1215.5,918053 1.94403e+06 1215.5,918055 1.94402e+06 1215.5,918064 1.94401e+06 1215.5,918075 1.944e+06 1215.5,918075 1.944e+06 1215.5,918076 1.944e+06 1215.5,918086 1.94399e+06 1215.5,918096 1.94398e+06 1215.5,918098 1.94397e+06 1215.5,918100 1.94397e+06 1215.5,918109 1.94396e+06 1215.5,918116 1.94395e+06 1215.5,918120 1.94394e+06 1215.5,918125 1.94394e+06 1215.5,918131 1.94393e+06 1215.5,918138 1.94392e+06 1215.5,918144 1.94392e+06 1215.5,918150 1.94391e+06 1215.5,918157 1.94391e+06 1215.5,918168 1.9439e+06 1215.5,918172 1.9439e+06 1215.5,918175 1.9439e+06 1215.5,918191 1.94389e+06 1215.5,918200 1.94389e+06 1215.5,918216 1.94389e+06 1215.5,918225 1.94389e+06 1215.5,918243 1.94389e+06 1215.5,918250 1.94389e+06 1215.5,918272 1.9439e+06 1215.5,918275 1.9439e+06 1215.5,918289 1.9439e+06 1215.5,918300 1.9439e+06 1215.5,918302 1.9439e+06 1215.5,918325 1.94391e+06 1215.5,918335 1.94391e+06 1215.5,918350 1.94392e+06 1215.5,918369 1.94392e+06 1215.5)
12;LINESTRING(918625 1.94455e+06 1215.5,918633 1.94458e+06 1215.5,918639 1.94459e+06 1215.5,918644 1.9446e+06 1215.5,918649 1.94462e+06 1215.5,918649 1.94462e+06 1215.5,918648 1.94465e+06 1215.5,918647 1.94465e+06 1215.5,918643 1.94467e+06 1215.5,918642 1.94468e+06 1215.5,918638 1.94469e+06 1215.5,918636 1.9447e+06 1215.5,918634 1.94471e+06 1215.5,918630 1.94472e+06 1215.5,918629 1.94473e+06 1215.5,918625 1.94475e+06 1215.5,918625 1.94475e+06 1215.5,918625 1.94475e+06 1215.5,918620 1.94477e+06 1215.5,918619 1.94478e+06 1215.5,918617 1.94479e+06 1215.5,918615 1.9448e+06 1215.5,918614 1.94481e+06 1215.5,918611 1.94482e+06 1215.5,918610 1.94484e+06 1215.5,918608 1.94485e+06 1215.5,918607 1.94486e+06 1215.5,918604 1.94488e+06 1215.5,918604 1.94488e+06 1215.5,918602 1.9449e+06 1215.5,918602 1.9449e+06 1215.5,918600 1.94492e+06 1215.5,918600 1.94493e+06 1215.5,918600 1.94495e+06 1215.5,918600 1.94495e+06 1215.5,918601 1.94498e+06 1215.5)
13;LINESTRING(919062 1.94498e+06 1215.5,919067 1.94497e+06 1215.5,919075 1.94496e+06 1215.5,919079 1.94495e+06 1215.5,919082 1.94495e+06 1215.5,919091 1.94494e+06 1215.5,919100 1.94493e+06 1215.5,919105 1.94493e+06 1215.5,919116 1.94492e+06 1215.5,919122 1.94492e+06 1215.5,919125 1.94492e+06 1215.5,919140 1.94492e+06 1215.5,919150 1.94491e+06 1215.5,919160 1.94491e+06 1215.5,919175 1.94491e+06 1215.5,919182 1.94491e+06 1215.5,919200 1.94491e+06 1215.5,919204 1.9449e+06 1215.5,919225 1.9449e+06 1215.5,919226 1.9449e+06 1215.5,919232 1.9449e+06 1215.5,919247 1.9449e+06 1215.5,919250 1.9449e+06 1215.5,919266 1.94489e+06 1215.5,919275 1.94489e+06 1215.5,919287 1.94489e+06 1215.5,919300 1.94488e+06 1215.5,919306 1.94488e+06 1215.5,919325 1.94488e+06 1215.5,919325 1.94488e+06 1215.5,919326 1.94488e+06 1215.5,919344 1.94487e+06 1215.5,919350 1.94487e+06 1215.5,919362 1.94486e+06 1215.5,919375 1.94486e+06 1215.5,919380 1.94486e+06 1215.5,919393 1.94485e+06 1215.5,919398 1.94485e+06 1215.5,919400 1.94485e+06 1215.5,919415 1.94484e+06 1215.5,919425 1.94484e+06 1215.5,919432 1.94483e+06 1215.5,919447 1.94482e+06 1215.5,919449 1.94482e+06 1215.5,919450 1.94482e+06 1215.5,919464 1.94481e+06 1215.5,919475 1.94481e+06 1215.5,919479 1.9448e+06 1215.5,919485 1.9448e+06 1215.5,919493 1.94479e+06 1215.5,919500 1.94479e+06 1215.5,919508 1.94478e+06 1215.5,919517 1.94478e+06 1215.5,919521 1.94477e+06 1215.5,919525 1.94477e+06 1215.5,919534 1.94476e+06 1215.5,919543 1.94475e+06 1215.5,919546 1.94475e+06 1215.5,919550 1.94474e+06 1215.5,919558 1.94473e+06 1215.5,919564 1.94472e+06 1215.5,919569 1.94472e+06 1215.5,919575 1.94471e+06 1215.5,919579 1.9447e+06 1215.5,919583 1.9447e+06 1215.5,919590 1.94469e+06 1215.5)
14;LINESTRING(920233 1.94498e+06 1215.5,920225 1.94497e+06 1215.5,920209 1.94495e+06 1215.5,920200 1.94494e+06 1215.5,920188 1.94492e+06 1215.5,920175 1.94491e+06 1215.5,920169 1.9449e+06 1215.5,920150 1.94488e+06 1215.5,920148 1.94488e+06 1215.5,920125 1.94486e+06 1215.5,920116 1.94485e+06 1215.5,920100 1.94484e+06 1215.5,920080 1.94482e+06 1215.5,920075 1.94482e+06 1215.5,920051 1.9448e+06 1215.5,920050 1.9448e+06 1215.5,920031 1.94478e+06 1215.5,920025 1.94477e+06 1215.5,920013 1.94475e+06 1215.5,920000 1.94473e+06 1215.5,919996 1.94472e+06 1215.5,919983 1.94471e+06 1215.5,919977 1.9447e+06 1215.5,919975 1.9447e+06 1215.5,919956 1.94468e+06 1215.5,919950 1.94467e+06 1215.5,919933 1.94465e+06 1215.5,919925 1.94464e+06 1215.5,919912 1.94462e+06 1215.5,919900 1.94461e+06 1215.5,919895 1.9446e+06 1215.5,919886 1.94459e+06 1215.5,919879 1.94458e+06 1215.5,919875 1.94457e+06 1215.5,919864 1.94455e+06 1215.5,919850 1.94453e+06 1215.5,919848 1.94452e+06 1215.5,919825 1.9445e+06 1215.5,919823 1.9445e+06 1215.5,919800 1.94449e+06 1215.5,919790 1.94449e+06 1215.5,919775 1.94449e+06 1215.5,919768 1.94449e+06 1215.5,919750 1.9445e+06 1215.5,919749 1.9445e+06 1215.5,919748 1.9445e+06 1215.5,919734 1.94451e+06 1215.5,919725 1.94451e+06 1215.5,919719 1.94452e+06 1215.5,919711 1.94452e+06 1215.5,919705 1.94453e+06 1215.5,919700 1.94453e+06 1215.5,919692 1.94454e+06 1215.5,919684 1.94455e+06 1215.5,919680 1.94455e+06 1215.5,919675 1.94456e+06 1215.5,919669 1.94457e+06 1215.5,919664 1.94458e+06 1215.5,919659 1.94458e+06 1215.5,919650 1.9446e+06 1215.5,919649 1.9446e+06 1215.5,919649 1.9446e+06 1215.5,919640 1.94461e+06 1215.5,919633 1.94462e+06 1215.5,919630 1.94463e+06 1215.5,919625 1.94464e+06 1215.5,919620 1.94465e+06 1215.5,919617 1.94465e+06 1215.5,919610 1.94466e+06 1215.5)
15;LINESTRING(924875 1.94495e+06 1215.5,924882 1.94495e+06 1215.5,924900 1.94496e+06 1215.5,924914 1.94496e+06 1215.5,924925 1.94497e+06 1215.5,924932 1.94498e+06 1215.5)
16;LINESTRING(925341 1.94498e+06 1215.5,925345 1.94497e+06 1215.5,925350 1.94496e+06 1215.5,925356 1.94496e+06 1215.5,925361 1.94495e+06 1215.5,925367 1.94494e+06 1215.5,925375 1.94493e+06 1215.5,925377 1.94493e+06 1215.5,925379 1.94492e+06 1215.5,925388 1.94491e+06 1215.5,925397 1.9449e+06 1215.5,925398 1.9449e+06 1215.5,925400 1.9449e+06 1215.5,925409 1.94488e+06 1215.5,925415 1.94488e+06 1215.5,925419 1.94487e+06 1215.5,925425 1.94486e+06 1215.5,925430 1.94485e+06 1215.5,925434 1.94485e+06 1215.5,925441 1.94484e+06 1215.5,925450 1.94483e+06 1215.5,925452 1.94483e+06 1215.5,925454 1.94482e+06 1215.5,925464 1.94481e+06 1215.5,925475 1.9448e+06 1215.5,925477 1.9448e+06 1215.5,925478 1.9448e+06 1215.5,925489 1.94479e+06 1215.5,925500 1.94478e+06 1215.5,925501 1.94478e+06 1215.5,925503 1.94478e+06 1215.5,925514 1.94476e+06 1215.5,925525 1.94475e+06 1215.5,925527 1.94475e+06 1215.5,925528 1.94475e+06 1215.5,925539 1.94474e+06 1215.5,925550 1.94473e+06 1215.5,925551 1.94473e+06 1215.5,925553 1.94472e+06 1215.5,925563 1.94471e+06 1215.5,925572 1.9447e+06 1215.5,925573 1.9447e+06 1215.5,925575 1.9447e+06 1215.5,925583 1.94468e+06 1215.5,925589 1.94468e+06 1215.5,925593 1.94467e+06 1215.5,925600 1.94466e+06 1215.5,925604 1.94465e+06 1215.5,925606 1.94465e+06 1215.5,925615 1.94464e+06 1215.5,925625 1.94463e+06 1215.5,925626 1.94463e+06 1215.5,925627 1.94462e+06 1215.5,925638 1.94461e+06 1215.5,925649 1.9446e+06 1215.5,925650 1.9446e+06 1215.5,925650 1.9446e+06 1215.5,925661 1.94459e+06 1215.5,925671 1.94458e+06 1215.5,925673 1.94457e+06 1215.5,925675 1.94457e+06 1215.5,925685 1.94456e+06 1215.5,925694 1.94455e+06 1215.5,925697 1.94455e+06 1215.5,925700 1.94454e+06 1215.5,925710 1.94453e+06 1215.5,925720 1.94452e+06 1215.5,925723 1.94452e+06 1215.5,925725 1.94452e+06 1215.5,925737 1.94451e+06 1215.5,925750 1.9445e+06 1215.5,925751 1.9445e+06 1215.5,925752 1.9445e+06 1215.5,925764 1.94449e+06 1215.5,925775 1.94448e+06 1215.5,925776 1.94448e+06 1215.5,925776 1.94448e+06 1215.5,925786 1.94446e+06 1215.5,925795 1.94445e+06 1215.5,925797 1.94445e+06 1215.5,925800 1.94444e+06 1215.5,925808 1.94443e+06 1215.5,925814 1.94442e+06 1215.5,925818 1.94442e+06 1215.5,925825 1.94441e+06 1215.5,925829 1.9444e+06 1215.5,925831 1.9444e+06 1215.5,925839 1.94439e+06 1215.5,925848 1.94438e+06 1215.5,925848 1.94437e+06 1215.5,925850 1.94437e+06 1215.5,925858 1.94436e+06 1215.5,925863 1.94435e+06 1215.5,925867 1.94434e+06 1215.5,925875 1.94433e+06 1215.5,925877 1.94433e+06 1215.5,925878 1.94432e+06 1215.5,925887 1.94431e+06 1215.5,925894 1.9443e+06 1215.5,925896 1.9443e+06 1215.5,925900 1.94429e+06 1215.5,925906 1.94428e+06 1215.5,925911 1.94428e+06 1215.5,925916 1.94427e+06 1215.5,925925 1.94425e+06 1215.5,925926 1.94425e+06 1215.5,925927 1.94425e+06 1215.5,925937 1.94424e+06 1215.5,925944 1.94422e+06 1215.5,925947 1.94422e+06 1215.5,925950 1.94422e+06 1215.5,925958 1.94421e+06 1215.5,925963 1.9442e+06 1215.5,925969 1.94419e+06 1215.5,925975 1.94419e+06 1215.5,925982 1.94418e+06 1215.5,925991 1.94418e+06 1215.5,925996 1.94417e+06 1215.5,926000 1.94417e+06 1215.5,926012 1.94416e+06 1215.5,926025 1.94415e+06 1215.5,926028 1.94415e+06 1215.5,926032 1.94415e+06 1215.5,926043 1.94414e+06 1215.5,926050 1.94414e+06 1215.5,926060 1.94413e+06 1215.5,926075 1.94413e+06 1215.5,926077 1.94413e+06 1215.5,926081 1.94412e+06 1215.5,926094 1.94412e+06 1215.5,926100 1.94412e+06 1215.5,926112 1.94411e+06 1215.5,926125 1.94411e+06 1215.5,926130 1.9441e+06 1215.5,926142 1.9441e+06 1215.5,926148 1.9441e+06 1215.5,926150 1.9441e+06 1215.5,926166 1.94409e+06 1215.5,926175 1.94409e+06 1215.5,926182 1.94408e+06 1215.5,926191 1.94408e+06 1215.5,926197 1.94407e+06 1215.5,926200 1.94407e+06 1215.5,926211 1.94406e+06 1215.5,926225 1.94405e+06 1215.5,926225 1.94405e+06 1215.5,926225 1.94405e+06 1215.5,926238 1.94404e+06 1215.5,926250 1.94403e+06 1215.5,926250 1.94403e+06 1215.5,926251 1.94402e+06 1215.5,926261 1.94401e+06 1215.5,926269 1.944e+06 1215.5,926272 1.944e+06 1215.5,926275 1.94399e+06 1215.5,926282 1.94398e+06 1215.5,926286 1.94398e+06 1215.5,926291 1.94397e+06 1215.5,926300 1.94395e+06 1215.5,926300 1.94395e+06 1215.5,926300 1.94395e+06 1215.5,926310 1.94393e+06 1215.5,926316 1.94392e+06 1215.5,926319 1.94392e+06 1215.5,926325 1.94391e+06 1215.5,926329 1.9439e+06 1215.5,926331 1.9439e+06 1215.5,926338 1.94389e+06 1215.5,926347 1.94388e+06 1215.5,926348 1.94387e+06 1215.5,926350 1.94387e+06 1215.5,926358 1.94386e+06 1215.5,926362 1.94385e+06 1215.5,926367 1.94384e+06 1215.5,926375 1.94383e+06 1215.5,926377 1.94383e+06 1215.5,926378 1.94382e+06 1215.5,926387 1.94381e+06 1215.5,926399 1.9438e+06 1215.5,926399 1.9438e+06 1215.5,926400 1.9438e+06 1215.5,926415 1.94379e+06 1215.5,926425 1.94379e+06 1215.5,926436 1.94379e+06 1215.5,926450 1.94378e+06 1215.5,926460 1.94378e+06 1215.5,926475 1.94378e+06 1215.5,926486 1.94379e+06 1215.5,926500 1.94379e+06 1215.5,926514 1.94379e+06 1215.5,926525 1.94379e+06 1215.5,926544 1.94379e+06 1215.5,926550 1.94379e+06 1215.5,926575 1.9438e+06 1215.5,926575 1.9438e+06 1215.5,926578 1.9438e+06 1215.5,926600 1.9438e+06 1215.5,926603 1.9438e+06 1215.5,926625 1.9438e+06 1215.5,926630 1.9438e+06 1215.5,926650 1.9438e+06 1215.5,926652 1.9438e+06 1215.5,926654 1.9438e+06 1215.5,926665 1.94379e+06 1215.5,926675 1.94378e+06 1215.5,926675 1.94378e+06 1215.5,926675 1.94378e+06 1215.5,926682 1.94376e+06 1215.5,926685 1.94375e+06 1215.5,926689 1.94374e+06 1215.5,926698 1.94372e+06 1215.5,926698 1.94372e+06 1215.5,926700 1.94372e+06 1215.5,926704 1.9437e+06 1215.5,926705 1.9437e+06 1215.5,926708 1.94368e+06 1215.5,926709 1.94368e+06 1215.5,926710 1.94366e+06 1215.5,926712 1.94365e+06 1215.5,926712 1.94364e+06 1215.5,926711 1.94362e+06 1215.5,926709 1.94361e+06 1215.5,926708 1.9436e+06 1215.5,926701 1.94358e+06 1215.5,926701 1.94358e+06 1215.5,926700 1.94357e+06 1215.5,926694 1.94355e+06 1215.5,926692 1.94354e+06 1215.5,926688 1.94352e+06 1215.5,926685 1.94351e+06 1215.5,926681 1.9435e+06 1215.5,926675 1.94348e+06 1215.5,926674 1.94348e+06 1215.5,926672 1.94347e+06 1215.5,926659 1.94345e+06 1215.5,926650 1.94344e+06 1215.5,926643 1.94342e+06 1215.5,926630 1.94341e+06 1215.5,926627 1.9434e+06 1215.5,926625 1.9434e+06 1215.5,926614 1.94338e+06 1215.5,926610 1.94336e+06 1215.5,926607 1.94335e+06 1215.5,926600 1.94333e+06 1215.5,926599 1.94332e+06 1215.5,926599 1.94332e+06 1215.5,926596 1.9433e+06 1215.5,926596 1.9433e+06 1215.5)
17;LINESTRING(927377 1.94498e+06 1215.5,927382 1.94496e+06 1215.5,927385 1.94495e+06 1215.5,927389 1.94494e+06 1215.5,927393 1.94492e+06 1215.5,927395 1.94492e+06 1215.5,927400 1.9449e+06 1215.5,927400 1.9449e+06 1215.5,927400 1.9449e+06 1215.5,927403 1.94488e+06 1215.5,927404 1.94488e+06 1215.5,927412 1.94486e+06 1215.5,927417 1.94485e+06 1215.5,927421 1.94485e+06 1215.5,927425 1.94483e+06 1215.5,927428 1.94483e+06 1215.5,927430 1.94482e+06 1215.5,927435 1.94481e+06 1215.5,927440 1.9448e+06 1215.5,927441 1.94479e+06 1215.5,927450 1.94479e+06 1215.5,927457 1.94478e+06 1215.5,927475 1.94478e+06 1215.5,927481 1.94478e+06 1215.5,927500 1.94478e+06 1215.5,927510 1.94478e+06 1215.5,927525 1.94479e+06 1215.5,927542 1.94479e+06 1215.5,927550 1.94479e+06 1215.5,927567 1.94479e+06 1215.5,927575 1.94479e+06 1215.5,927595 1.94479e+06 1215.5,927600 1.9448e+06 1215.5,927621 1.9448e+06 1215.5)
18;LINESTRING(950275 1.94494e+06 1215.5,950292 1.94495e+06 1215.5,950300 1.94495e+06 1215.5,950308 1.94496e+06 1215.5,950325 1.94497e+06 1215.5,950342 1.94498e+06 1215.5)
19;LINESTRING(950567 1.94492e+06 1215.5,950562 1.94492e+06 1215.5,950558 1.94493e+06 1215.5,950558 1.94495e+06 1215.5,950556 1.94496e+06 1215.5)
20;LINESTRING(991775 1.94494e+06 1215.5,991786 1.94495e+06 1215.5,991800 1.94496e+06 1215.5,991820 1.94498e+06 1215.5)
21;LINESTRING(992325 1.94494e+06 1215.5,992333 1.94495e+06 1215.5,992350 1.94496e+06 1215.5,992363 1.94496e+06 1215.5,992375 1.94497e+06 1215.5,992391 1.94498e+06 1215.5)
22;LINESTRING(994425 1.94495e+06 1215.5,994426 1.94495e+06 1215.5,994450 1.94496e+06 1215.5,994474 1.94497e+06 1215.5,994475 1.94497e+06 1215.5,994476 1.94498e+06 1215.5)
23;LINESTRING(996792 1.9449e+06 1215.5,996775 1.9449e+06 1215.5,996774 1.9449e+06 1215.5,996772 1.9449e+06 1215.5,996763 1.94491e+06 1215.5,996760 1.94492e+06 1215.5,996759 1.94493e+06 1215.5,996758 1.94495e+06 1215.5,996759 1.94496e+06 1215.5,996760 1.94498e+06 1215.5)
24;LINESTRING(997284 1.94498e+06 1215.5,997286 1.94496e+06 1215.5,997291 1.94495e+06 1215.5,997292 1.94494e+06 1215.5,997300 1.94493e+06 1215.5,997300 1.94493e+06 1215.5,997301 1.94492e+06 1215.5,997304 1.9449e+06 1215.5,997304 1.9449e+06 1215.5,997308 1.94488e+06 1215.5,997310 1.94488e+06 1215.5,997316 1.94487e+06 1215.5,997323 1.94485e+06 1215.5,997324 1.94485e+06 1215.5,997325 1.94485e+06 1215.5,997338 1.94484e+06 1215.5,997350 1.94483e+06 1215.5,997355 1.94483e+06 1215.5,997374 1.94482e+06 1215.5,997375 1.94482e+06 1215.5,997375 1.94482e+06 1215.5,997379 1.94482e+06 1215.5,997400 1.94483e+06 1215.5,997401 1.94483e+06 1215.5,997425 1.94483e+06 1215.5,997428 1.94483e+06 1215.5,997450 1.94483e+06 1215.5,997453 1.94483e+06 1215.5,997475 1.94483e+06 1215.5,997476 1.94483e+06 1215.5,997479 1.94482e+06 1215.5,997494 1.94482e+06 1215.5,997500 1.94481e+06 1215.5,997506 1.94481e+06 1215.5,997507 1.9448e+06 1215.5,997509 1.94478e+06 1215.5,997509 1.94478e+06 1215.5,997510 1.94476e+06 1215.5,997510 1.94475e+06 1215.5,997509 1.94473e+06 1215.5,997508 1.94472e+06 1215.5,997506 1.94471e+06 1215.5,997505 1.9447e+06 1215.5,997504 1.94468e+06 1215.5,997503 1.94468e+06 1215.5,997502 1.94465e+06 1215.5,997502 1.94465e+06 1215.5,997503 1.94463e+06 1215.5,997503 1.94462e+06 1215.5,997505 1.9446e+06 1215.5,997505 1.9446e+06 1215.5,997512 1.94459e+06 1215.5,997518 1.94458e+06 1215.5,997520 1.94457e+06 1215.5,997525 1.94456e+06 1215.5,997529 1.94455e+06 1215.5,997531 1.94455e+06 1215.5,997537 1.94454e+06 1215.5,997547 1.94452e+06 1215.5,997548 1.94452e+06 1215.5,997550 1.94452e+06 1215.5,997560 1.94451e+06 1215.5,997569 1.9445e+06 1215.5,997571 1.9445e+06 1215.5,997575 1.94448e+06 1215.5,997577 1.94448e+06 1215.5,997578 1.94448e+06 1215.5,997583 1.94446e+06 1215.5,997586 1.94445e+06 1215.5,997588 1.94444e+06 1215.5,997591 1.94442e+06 1215.5,997592 1.94442e+06 1215.5,997595 1.9444e+06 1215.5,997597 1.9444e+06 1215.5,997600 1.94438e+06 1215.5,997603 1.94438e+06 1215.5,997603 1.94438e+06 1215.5,997609 1.94436e+06 1215.5,997611 1.94435e+06 1215.5,997616 1.94434e+06 1215.5,997623 1.94432e+06 1215.5,997624 1.94432e+06 1215.5,997625 1.94432e+06 1215.5,997634 1.94431e+06 1215.5,997639 1.9443e+06 1215.5,997644 1.94429e+06 1215.5,997650 1.94428e+06 1215.5,997654 1.94428e+06 1215.5,997656 1.94428e+06 1215.5,997664 1.94426e+06 1215.5,997675 1.94425e+06 1215.5,997675 1.94425e+06 1215.5,997675 1.94425e+06 1215.5,997691 1.94424e+06 1215.5,997700 1.94424e+06 1215.5,997707 1.94423e+06 1215.5,997719 1.94422e+06 1215.5,997723 1.94422e+06 1215.5,997725 1.94422e+06 1215.5,997738 1.94421e+06 1215.5,997750 1.94421e+06 1215.5,997754 1.9442e+06 1215.5,997760 1.9442e+06 1215.5,997769 1.94419e+06 1215.5,997775 1.94419e+06 1215.5,997785 1.94419e+06 1215.5,997798 1.94418e+06 1215.5,997799 1.94417e+06 1215.5,997800 1.94417e+06 1215.5,997813 1.94416e+06 1215.5,997825 1.94416e+06 1215.5,997828 1.94415e+06 1215.5,997833 1.94415e+06 1215.5,997843 1.94414e+06 1215.5,997850 1.94414e+06 1215.5,997857 1.94413e+06 1215.5,997864 1.94412e+06 1215.5,997870 1.94412e+06 1215.5,997875 1.94412e+06 1215.5,997884 1.94411e+06 1215.5,997897 1.9441e+06 1215.5,997899 1.9441e+06 1215.5,997900 1.9441e+06 1215.5,997912 1.94409e+06 1215.5,997925 1.94408e+06 1215.5,997927 1.94408e+06 1215.5,997929 1.94408e+06 1215.5,997942 1.94407e+06 1215.5,997950 1.94406e+06 1215.5,997965 1.94407e+06 1215.5,997975 1.94407e+06 1215.5,997998 1.94407e+06 1215.5,998000 1.94407e+06 1215.5,998002 1.94408e+06 1215.5,998300 1.94413e+06 1215.5,998307 1.94415e+06 1215.5,998310 1.94416e+06 1215.5,998314 1.94418e+06 1215.5,998318 1.94419e+06 1215.5,998319 1.9442e+06 1215.5,998319 1.94422e+06 1215.5,998319 1.94422e+06 1215.5,998316 1.94424e+06 1215.5,998315 1.94425e+06 1215.5,998311 1.94426e+06 1215.5,998305 1.94428e+06 1215.5,998304 1.94428e+06 1215.5,998300 1.94428e+06 1215.5,998292 1.94429e+06 1215.5,998283 1.9443e+06 1215.5,998280 1.9443e+06 1215.5,998275 1.94431e+06 1215.5,998261 1.94431e+06 1215.5,998250 1.94431e+06 1215.5,998235 1.94431e+06 1215.5,998225 1.94431e+06 1215.5,998216 1.9443e+06 1215.5,998200 1.94429e+06 1215.5,998187 1.94428e+06 1215.5,998175 1.94426e+06 1215.5,998163 1.94425e+06 1215.5,998150 1.94423e+06 1215.5,998146 1.94422e+06 1215.5,998136 1.94421e+06 1215.5,998128 1.9442e+06 1215.5,998125 1.9442e+06 1215.5,998111 1.94418e+06 1215.5,998100 1.94416e+06 1215.5,998093 1.94415e+06 1215.5,998075 1.94413e+06 1215.5,998063 1.94412e+06 1215.5,998050 1.94412e+06 1215.5,998029 1.9441e+06 1215.5,998025 1.9441e+06 1215.5)
25;LINESTRING(900675 1.94473e+06 1215.5,900696 1.94475e+06 1215.5,900692 1.94477e+06 1215.5,900691 1.94478e+06 1215.5,900686 1.94479e+06 1215.5,900680 1.9448e+06 1215.5,900679 1.9448e+06 1215.5,900675 1.94481e+06 1215.5,900671 1.94482e+06 1215.5,900668 1.94482e+06 1215.5,900665 1.94484e+06 1215.5,900658 1.94485e+06 1215.5,900658 1.94486e+06 1215.5,900650 1.94488e+06 1215.5,900651 1.94488e+06 1215.5,900653 1.9449e+06 1215.5,900655 1.9449e+06 1215.5,900665 1.94492e+06 1215.5)
